Id;Date;QuotationId
10345;2016-11-08T00:00:00.000Z;158
10346;2016-11-09T00:00:00.000Z;83
10347;2016-11-10T00:00:00.000Z;10
10348;2016-11-11T00:00:00.000Z;10
10349;2016-11-13T00:00:00.000Z;98
10350;2016-11-14T00:00:00.000Z;57
10351;2016-11-15T00:00:00.000Z;200
10352;2016-11-16T00:00:00.000Z;105
10353;2016-11-17T00:00:00.000Z;51
10354;2016-11-18T00:00:00.000Z;72
10355;2016-11-21T00:00:00.000Z;5
10356;2016-11-22T00:00:00.000Z;45
10357;2016-11-23T00:00:00.000Z;58
10358;2016-11-24T00:00:00.000Z;22
10359;2016-11-25T00:00:00.000Z;62
10360;2016-11-26T00:00:00.000Z;37
10361;2016-11-27T00:00:00.000Z;12
10362;2016-11-28T00:00:00.000Z;155
10363;2016-11-30T00:00:00.000Z;162
10364;2016-12-01T00:00:00.000Z;174
10365;2016-12-02T00:00:00.000Z;71
10366;2016-12-03T00:00:00.000Z;435
10367;2016-12-04T00:00:00.000Z;166
10368;2016-12-05T00:00:00.000Z;109
10369;2016-12-06T00:00:00.000Z;25
10370;2016-12-07T00:00:00.000Z;118
10371;2016-12-08T00:00:00.000Z;128
10372;2016-12-09T00:00:00.000Z;2
10373;2016-12-11T00:00:00.000Z;34
10374;2016-12-12T00:00:00.000Z;85
10375;2016-12-13T00:00:00.000Z;104
10376;2016-12-14T00:00:00.000Z;183
10377;2016-12-15T00:00:00.000Z;63
10378;2016-12-16T00:00:00.000Z;213
10379;2016-12-19T00:00:00.000Z;85
10380;2016-12-20T00:00:00.000Z;62
10381;2016-12-21T00:00:00.000Z;20
10382;2016-12-22T00:00:00.000Z;76
10383;2016-12-23T00:00:00.000Z;106
10384;2016-12-24T00:00:00.000Z;50
10385;2016-12-26T00:00:00.000Z;43
10386;2016-12-27T00:00:00.000Z;5
10387;2016-12-28T00:00:00.000Z;68
10388;2016-12-29T00:00:00.000Z;197
10389;2016-12-30T00:00:00.000Z;95
10390;2016-12-31T00:00:00.000Z;89
10391;2017-01-01T00:00:00.000Z;26
10392;2017-01-02T00:00:00.000Z;33
10393;2017-01-03T00:00:00.000Z;76
10394;2017-01-04T00:00:00.000Z;182
10395;2017-01-05T00:00:00.000Z;197
10396;2017-01-06T00:00:00.000Z;134
10397;2017-01-07T00:00:00.000Z;82
10398;2017-01-08T00:00:00.000Z;197
10399;2017-01-09T00:00:00.000Z;156
10400;2017-01-10T00:00:00.000Z;37
10401;2017-01-11T00:00:00.000Z;10
10402;2017-01-12T00:00:00.000Z;147
10403;2017-01-13T00:00:00.000Z;23
10404;2017-01-14T00:00:00.000Z;72
10405;2017-01-15T00:00:00.000Z;103
10406;2017-01-16T00:00:00.000Z;74
10407;2017-01-17T00:00:00.000Z;199
10408;2017-01-18T00:00:00.000Z;82
10409;2017-01-19T00:00:00.000Z;40
10410;2017-01-20T00:00:00.000Z;172
10411;2017-01-21T00:00:00.000Z;166
10412;2017-01-23T00:00:00.000Z;60
10413;2017-01-24T00:00:00.000Z;102
10414;2017-01-26T00:00:00.000Z;72
10415;2017-01-27T00:00:00.000Z;201
10416;2017-01-28T00:00:00.000Z;191
10417;2017-01-29T00:00:00.000Z;193
10418;2017-01-30T00:00:00.000Z;158
10419;2017-01-31T00:00:00.000Z;171
10420;2017-02-01T00:00:00.000Z;170
10421;2017-02-02T00:00:00.000Z;175
10422;2017-02-03T00:00:00.000Z;190
10423;2017-02-04T00:00:00.000Z;113
10424;2017-02-06T00:00:00.000Z;40
10425;2017-02-07T00:00:00.000Z;123
10426;2017-02-08T00:00:00.000Z;7
10427;2017-02-09T00:00:00.000Z;133
10428;2017-02-10T00:00:00.000Z;14
10429;2017-02-11T00:00:00.000Z;157
10430;2017-02-12T00:00:00.000Z;35
10431;2017-02-13T00:00:00.000Z;175
10432;2017-02-14T00:00:00.000Z;49
10433;2017-02-15T00:00:00.000Z;32
10434;2017-02-16T00:00:00.000Z;21
10435;2017-02-18T00:00:00.000Z;50
10436;2017-02-19T00:00:00.000Z;104
10437;2017-02-20T00:00:00.000Z;74
10438;2017-02-21T00:00:00.000Z;141
10439;2017-02-23T00:00:00.000Z;78
10440;2017-02-24T00:00:00.000Z;232
10441;2017-02-25T00:00:00.000Z;125
10442;2017-02-26T00:00:00.000Z;137
10443;2017-02-27T00:00:00.000Z;202
10444;2017-02-28T00:00:00.000Z;137
10445;2017-03-01T00:00:00.000Z;24
10446;2017-03-02T00:00:00.000Z;78
10447;2017-03-03T00:00:00.000Z;152
10448;2017-03-04T00:00:00.000Z;45
10449;2017-03-05T00:00:00.000Z;27
10450;2017-03-06T00:00:00.000Z;97
10451;2017-03-07T00:00:00.000Z;72
10452;2017-03-09T00:00:00.000Z;16
10453;2017-03-10T00:00:00.000Z;232
10454;2017-03-13T00:00:00.000Z;126
10455;2017-03-14T00:00:00.000Z;190
10456;2017-03-15T00:00:00.000Z;103
10457;2017-03-16T00:00:00.000Z;66
10458;2017-03-17T00:00:00.000Z;41
10459;2017-03-20T00:00:00.000Z;96
10460;2017-03-21T00:00:00.000Z;111
10461;2017-03-22T00:00:00.000Z;185
10462;2017-03-24T00:00:00.000Z;126
10463;2017-03-25T00:00:00.000Z;65
10464;2017-03-26T00:00:00.000Z;190
10465;2017-03-27T00:00:00.000Z;176
10466;2017-03-28T00:00:00.000Z;194
10467;2017-03-29T00:00:00.000Z;22
10468;2017-03-30T00:00:00.000Z;148
10469;2017-03-31T00:00:00.000Z;166
10470;2017-04-03T00:00:00.000Z;202
10471;2017-04-04T00:00:00.000Z;120
10472;2017-04-05T00:00:00.000Z;26
10473;2017-04-06T00:00:00.000Z;70
10474;2017-04-07T00:00:00.000Z;68
10475;2017-04-08T00:00:00.000Z;35
